ts,query,response
2024-06-02 08:49:03.072,清洁客厅餐厅厨房,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1001"",""1002"",""1005""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 08:17:13.327,清洁厨房一和厨房二,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""5"",""6""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 08:15:39.227,打扫客厅清洁客厅,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1001"",""1001""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 08:30:19.263,把餐厅和客厅清扫一下,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1002"",""1001""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 08:27:03.439,清洁卧室二房间五,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""5"",""10""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 10:54:57.439,把客厅和阳台打扫一下,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1001"",""1013""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 10:45:20.397,打扫卧室客厅和厨房,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1003"",""1001"",""1005""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 11:02:15.878,清洁客厅清洁客厅,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1001"",""1001""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 11:03:36.631,把客厅和卧室打扫一下,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1001"",""1003""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 11:23:54.650,打扫客厅和房间二,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1001"",""11""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 11:43:26.576,过来这里打扫卫生,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1016"",""1016""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 11:44:39.771,打扫书房和休息室,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1004"",""1008""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 12:04:57.032,厨房打扫厨房,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1005"",""1005""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 12:23:51.270,打扫卧室阳光房,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1003"",""1011""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 12:08:50.482,打扫饭厅和客厅,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1002"",""1001""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 12:17:39.097,打扫厨房和饭厅,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1005"",""1002""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 12:19:27.334,清扫卧室和书房,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1003"",""1004""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 12:15:48.971,清扫房间一和房间三,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""2"",""5""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 12:33:40.832,打扫一下卧室和客厅,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1003"",""1001""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 12:49:27.207,清洁卫浴间和厨房,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1006"",""1005""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 13:07:16.059,打扫客厅的地毯,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1001"",""2006""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 13:31:48.870,打扫客厅打扫房间,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1001"",""1003""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 13:36:44.867,清洁客厅和客厅,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1001"",""1001""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 13:52:39.326,扫扫餐厅厨房,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1002"",""1005""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 15:44:59.365,去扫客厅和走廊,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1001"",""1012""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 14:50:21.171,清洁餐厅和走廊,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1002"",""1012""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 15:47:31.550,清洁客厅书房,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1001"",""1004""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 15:57:31.561,打扫榻榻米房间,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1003"",""1003""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 14:26:44.598,打扫客厅的阳台,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1001"",""1013""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 16:53:09.255,扫客厅清扫客厅,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1001"",""1001""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 17:04:08.572,打扫走廊厨房,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1012"",""1005""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 15:07:19.735,过来拖一下这里,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1016"",""1016""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 15:16:06.833,过来这边清扫,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1016"",""1016""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 15:09:12.529,扫客厅和餐厅,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1001"",""1002""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 14:43:02.771,清洁卧室餐厅,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1003"",""1002""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 17:23:26.519,打扫房间二和房间三,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""5"",""8""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 17:59:07.790,打扫卧室和餐厅,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1003"",""1002""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 17:59:41.070,清扫卧室一和客厅,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""12"",""1001""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 13:07:05.801,扫一下厨房和餐厅,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1005"",""1002""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 13:06:01.111,打扫房间二和卧室二,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""2"",""3""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 12:51:13.105,开始扫拖客厅和餐厅,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1001"",""1002""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 13:38:36.575,打扫厨房和客厅一,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1005"",""0""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 13:37:09.282,清洁卧室一和走廊,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""5"",""1012""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 13:53:10.070,打扫卧室一打扫卧室一,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1"",""1003""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 15:46:53.466,打扫客厅一和卧室三,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""0"",""4""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 14:51:41.468,扫拖房间一房间二,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1"",""2""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 15:39:51.021,打扫卧室卧室二,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1003"",""3""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 15:39:33.563,打扫一下客厅和卧室,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1001"",""1003""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 16:07:36.030,打扫餐厅和卧室二,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1002"",""6""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 16:20:44.275,打扫客厅一和卫浴间一,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""8"",""4""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
2024-06-02 15:19:30.181,过来我这里打扫卫生,"{""error_code"":0,""error_msg"":""OK"",""result"":{""data"":[{""action"":""to"",""mod"":""cleaner"",""property"":""area"",""property_unit"":null,""property_value"":[""1016"",""1016""],""reply"":"""",""skill_id"":""1104379"",""time_duration"":null,""time_start"":null}],""err_code"":0,""err_msg"":""ok"",""response_list"":[{""schema"":{""slots"":[],""intent_confidence"":100,""intent"":"""",""domain_confidence"":100},""origin"":""1104379"",""action_list"":[{""custom_reply"":""{\""reply\"":[]}""}]}]}}"
